;VPNID;X.x;Sco1R_Nb_mots;Sco1R_titre;Sco1R_Signature;Sco1R_GP;Sco1R_Fid;Sco1R_unitThem;Sco1R_unitThemNbre;Sco1R_Destinataire;Sco1R_AncrTemp_Echelle;Sco1R_AncrTemp_occurences;Sco1R_ProgrChrono_Occ;Sco1R_ProgrChrono;Sco1R_AncrSpat;Sco1R_RéfSpat;Sco1R_Textual;Sco1R_Coh_verb;Sco1R_Description;Sco1R_Ponct;Sco1R_Maj;Sco1R_Synt;Sco1R_Genre;Sco1R_Nombre;Sco1R_Cas;Sco1R_Verbal;Sco1R_Dialekt;Sco1R_remarques;P1R_Nb_mots;P1R_titre;P1R_Signature;P1R_GP;P1R_Fid;P1R_unitThem;P1R_unitThemNbre;P1R_Destinataire;P1R_AncrTemp_Echelle;P1R_AncrTemp_occurences;P1R_ProgrChrono_Occ;P1R_ProgrChrono;P1R_AncrSpat;P1R_RéfSpat;P1R_Textual;P1R_Coh_verb;P1R_Description;P1R_Ponct;P1R_Maj;P1R_Synt;P1R_Genre;P1R_Nombre;P1R_Verbal;P1R_remarques;Sco2R_Nb_mots;Sco2R_titre;Sco2R_Signature;Sco2R_GP;Sco2R_Fid;Sco2R_unitThem;Sco2R_unitThemNbre;Sco2R_Destinataire;Sco2R_AncrTemp_Echelle;Sco2R_AncrTemp_occurences;Sco2R_ProgrChrono_Occ;Sco2R_ProgrChrono;Sco2R_AncrSpat;Sco2R_RéfSpat;Sco2R_Textual;Sco2R_Coh_verb;Sco2R_Description;Sco2R_Ponct;Sco2R_Maj;Sco2R_Synt;Sco2R_Genre;Sco2R_Nombre;Sco2R_Cas;Sco2R_Verbal;Sco2R_Dialekt;Sco2R_remarques;P2R_Nb_mots;P2R_titre;P2R_Signature;P2R_GP;P2R_Fid;P2R_unitThem;P2R_unitThemNbre;P2R_Destinataire;P2R_AncrTemp_Echelle;P2R_AncrTemp_occurences;P2R_ProgrChrono_Occ;P2R_ProgrChrono;P2R_AncrSpat;P2R_RéfSpat;P2R_Textual;P2R_Coh_verb;P2R_Description;P2R_Ponct;P2R_Maj;P2R_Synt;P2R_Genre;P2R_Nombre;P2R_Verbal;P2R_remarques;Sco3R_Nb_mots;Sco3R_titre;Sco3R_Signature;Sco3R_GP;Sco3R_Fid;Sco3R_unitThem;Sco3R_unitThemNbre;Sco3R_Destinataire;Sco3R_AncrTemp_Echelle;Sco3R_AncrTemp_occurences;Sco3R_ProgrChrono_Occ;Sco3R_ProgrChrono;Sco3R_AncrSpat;Sco3R_RéfSpat;Sco3R_Textual;Sco3R_Coh_verb;Sco3R_Description;Sco3R_Ponct;Sco3R_Maj;Sco3R_Synt;Sco3R_Genre;Sco3R_Nombre;Sco3R_Cas;Sco3R_Verbal;Sco3R_Dialekt;Sco3R_remarques;P3R_Nb_mots;P3R_titre;P3R_Signature;P3R_GP;P3R_Fid;P3R_unitThem;P3R_unitThemNbre;P3R_Destinataire;P3R_AncrTemp_Echelle;P3R_AncrTemp_occurences;P3R_ProgrChrono_Occ;P3R_ProgrChrono;P3R_AncrSpat;P3R_RéfSpat;P3R_Textual;P3R_Coh_verb;P3R_Description;P3R_Ponct;P3R_Maj;P3R_Synt;P3R_Genre;P3R_Nombre;P3R_Verbal;P3R_remarques;hkngroup;Schulsprache;zweiSprachig;Group;PartDef;X.y;Sco1A_Nb_mots;Sco1A_Lieu;Sco1A_Date;Sco1A_Appel;Sco1A_Salutation;Sco1A_Signature;Sco1A_GP;Sco1A_Objet;Sco1A_Raisons;Sco1A_TC;Sco1A_Articulation;Sco1A_Destinataire;Sco1A_Organisateurs;Sco1A_Coh_verb;Sco1A_Ponct;Sco1A_Maj;Sco1A_Synt;Sco1A_Genre;Sco1A_Nombre;Sco1A_Cas;Sco1A_Verbal;Sco1A_Dialekt;P1A_Nb_mots;P1A_Lieu;P1A_Date;P1A_Appel;P1A_salutation;P1A_Signature;P1A_GP;P1A_Objet;P1A_Raisons;P1A_TC;P1A_Articulation;P1A_Destinataire;P1A_Organisateurs;P1A_Coh_verb;P1A_Ponct;P1A_Maj;P1A_Synt;P1A_Genre;P1A_Nombre;P1A_Cas;P1A_Verbal;Sco2A_Nb_mots;Sco2A_Lieu;Sco2A_Date;Sco2A_Appel;Sco2A_Salutation;Sco2A_Signature;Sco2A_GP;Sco2A_Objet;Sco2A_Raisons;Sco2A_TC;Sco2A_Articulation;Sco2A_Destinataire;Sco2A_Organisateurs;Sco2A_Coh_verb;Sco2A_Ponct;Sco2A_Maj;Sco2A_Synt;Sco2A_Genre;Sco2A_Nombre;Sco2A_Cas;Sco2A_Verbal;Sco2A_Dialekt;P2A_Nb_mots;P2A_Lieu;P2A_Date;P2A_Appel;P2A_Psalutation;P2A_Signature;P2A_GP;P2A_Objet;P2A_Raisons;P2A_TC;P2A_Articulation;P2A_Destinataire;P2A_Organisateurs;P2A_Coh_verb;P2A_Ponct;P2A_Maj;P2A_Synt;P2A_Genre;P2A_Nombre;P2A_Cas;P2A_Verbal;Sco3A_Nb_mots;Sco3A_Lieu;Sco3A_Date;Sco3A_Appel;Sco3A_Salutation;Sco3A_Signature;Sco3A_GP;Sco3A_Objet;Sco3A_Raisons;Sco3A_TC;Sco3A_Articulation;Sco3A_Destinataire;Sco3A_Organisateurs;Sco3A_Coh_verb;Sco3A_Ponct;Sco3A_Maj;Sco3A_Synt;Sco3A_Genre;Sco3A_Nombre;Sco3A_Cas;Sco3A_Verbal;Sco3A_Dialekt;P3A_Nb_mots;P3A_Lieu;P3A_Date;P3A_Appel;P3A_salutation;P3A_Signature;P3A_GP;P3A_Objet;P3A_Raisons;P3A_TC;P3A_Articulation;P3A_Destinataire;P3A_Organisateurs;P3A_Coh_verb;P3A_Ponct;P3A_Maj;P3A_Synt;P3A_Genre;P3A_Nombre;P3A_Cas;P3A_Verbal
450;Y_PNF_26;501;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;0;0;0;1;piscina, jogos olimpicos, montanha, snowbord, frança;5;0;0;NA;0;0;1;0;1;1;2;0;0;2;0;1;4;NA;36;0;0;0;1;Chocolaterie Cailler, salle, préparation du chocolat, filme, acheter du chocolat, portes;6;0;0;NA;et (2);1;1;0;1;3;2;0;1;2;0;2;NA;6;;NA;17;0;0;0;1;férias, Portugal, casamento, madrinha, brincar;5;0;0;NA;e depois ;1;1;0;1;1;2;1;2;3;0;0;1;NA;59;0;0;0;1;camp de ski, amis, skier, groupe, pistes, concour, bonbons;7;0;0;NA;le dernier jour;1;1;0;1;3;3;1;1;3;2;5;NA;2;;NA;45;0;0;0;1;dia, piscina, amigos, pistolas, buracos, água, lago, melhor, barco, escorrega, gelados, golf, segundo;13;0;1;as ultimas férias;depois, e depois ;2;1;0;2;1;3;1;2;3;0;0;2;NA;PNF;f;1;f1;1;496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29;0;0;0;0;0;0;1;2;3;0;NA;1;1;0;1;2;0;1;NA;3;24;0;0;1;0;0;1;1;3;4;0;0;1;1;0;0;2;0;0;NA;4;NA;18;0;0;0;0;0;0;1;3;4;0;0;1;1;0;2;2;0;0;NA;1;51;0;0;0;0;0;0;1;3;4;1;0;2;1;1;1;4;0;0;NA;8;NA;30;0;0;0;1;0;1;1;3;4;2;1;1;1;1;2;4;0;0;NA;3
451;Y_PNF_27;502;29;0;0;0;1;Course d'école, La Sarraz, Romainmôtier, marcher, manger, pause;6;0;0;NA;NA;0;1;0;1;1;1;1;2;1;0;1;NA;3;NA;NA;19;0;0;0;1;Saint-tropez (frança), praia, casa, agua;4;0;0;NA;0;0;1;0;1;1;2;0;1;2;0;0;4;NA;NA;0;0;0;1;gare, train, manger, musée, boîte à musique, automates, danser, manger, marcher;9;0;0;NA;Puis (5), à la fin;2;1;NA;NA;3;2;0;0;2;1;1;NA;9;;NA;39;0;0;0;1;frança, casa, praia, fundo, pés, x, saint-tropez;7;0;0;NA;0;0;1;0;1;3;2;0;1;2;0;1;6;NA;132;0;0;0;1;gare, photos, partir, train, Vallorbe, changer de train, Morat, marcher, tour, montrer, continuer, diner, classe, marcher, bateau, manger, jouer, train, rentrer, parc, sac;21;0;0;NA;puis après, arpès, puis (4), et (11), 10 minutes, 40 minutes, pendant 1h;7;1;0;1;2;2;1;1;3;0;5;NA;14;;NA;46;0;0;0;1;Portugal, apartamento, praia, casa, piscine, gelado, restaurante, pais, café, irmão, comer;11;0;0;NA;durante, depois, e depois, e, a noite;5;1;0;1;1;3;0;0;2;0;0;2;NA;PNF;f;1;f1;1;497;24;0;0;0;0;0;0;1;3;4;1;0;1;1;1;2;3;0;0;NA;0;NA;10;0;0;0;0;0;0;1;3;4;0;0;1;1;1;2;1;0;0;NA;2;26;0;0;0;0;0;0;1;3;4;0;0;1;1;1;0;2;1;0;NA;1;NA;23;0;0;0;0;0;0;1;3;4;1;0;1;1;2;2;3;0;1;NA;3;27;0;0;0;0;0;0;1;3;4;1;0;2;1;1;1;3;0;0;NA;2;NA;20;0;0;0;0;0;0;1;3;4;1;0;1;1;1;2;3;0;0;NA;5
452;Y_PNF_28;503;4;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;n'a pas voulu raconter;9;0;0;0;1;Piscina, braço;2;0;0;NA;0;0;1;0;1;1;2;1;2;3;0;0;0;NA;29;0;0;0;1;jouets, cadeaux, football, piscine;4;1;0;NA;Et après, et;2;0;0;0;2;3;1;1;1;0;0;NA;2;;NA;18;0;0;0;1;piscina, boling, mar, filme, meia noite;5;0;0;NA;até à meia noite;1;1;0;1;1;2;1;1;1;0;0;2;NA;36;0;0;0;1;course d'école, village lacustre, propulseurs, manger, école, rentrer, date;7;0;2;ma dernière course d'école, le 18 mai; et après, et (2);2;1;0;3;2;2;0;2;2;0;1;NA;0;;NA;25;0;0;0;1;ferias, Portugal, piscina, casa, café;5;0;1;últimas férias;de manhã, a seguir, a noite;3;1;0;2;1;2;0;2;2;0;0;0;NA;PNF;f;1;f1;1;498;14;0;0;0;0;0;0;1;1;2;1;0;1;1;1;0;3;0;0;NA;1;NA;36;0;0;0;1;1;2;1;3;4;1;NA;1;1;1;2;3;0;0;NA;0;33;0;0;0;1;0;1;1;3;4;1;0;2;1;1;2;4;0;0;NA;4;NA;18;0;0;0;0;0;0;1;3;4;1;0;1;1;1;2;3;0;0;NA;2;42;0;0;0;0;0;0;1;3;4;2;1;2;2;1;2;4;0;0;NA;2;NA;29;0;0;1;0;0;1;1;3;4;1;1;2;1;1;2;4;0;0;NA;0
453;Y_PNF_29;504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;NA;X;1;0;0;NA;0;0;0;0;0;NA;NA;0;2;0;NA;NA;NA;NA;NA;1;0;1;1;Course d'école, piscine, forêt, cascade, hôpital, boire, se changer, linge, repas, se peigner, toboggan, manger, partir, ami;14;0;1;Vendredi 7.6.2012;Et après, et;2;1;NA;NA;1;2;0;1;2;1;1;NA;12;;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;a écrit en français;18;0;0;0;1;course d'école, piscine, revenir;3;0;0;NA;NA;0;1;0;1;1;2;0;0;1;1;0;NA;1;;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PNF;f;1;f1;1;499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;1;1;2;0;0;1;1;1;2;2;1;0;NA;0;23;0;0;1;0;0;1;1;3;4;1;1;1;1;1;2;3;0;1;NA;4;NA;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;18;0;0;0;0;0;0;1;3;4;0;0;2;1;0;0;1;0;0;NA;1;NA;NA;0;0;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0
454;Y_PNF_3;505;72;0;0;0;1;Course d'école, forêt, élèves, saucisse, manger, bus, rentrer;7;0;1;Dernière course d'école;après (2);1;1;0;2;0;3;0;1;2;4;2;NA;NA;NA;Impossible de repérer les verbes;35;0;0;0;1;Dia de férias, pai, mãe. Irmão, casa, passeio, dia;7;0;1;no ultimo dia de ferias ;de manha, a tarde;2;1;0;2;1;3;1;2;4;0;0;0;NA;197;0;0;0;1;Camp, gare, train, Neuchâtel, école, Musée naturel, pique-nique, parc de diversion, train, Budri, chalet, s'amuser, souper, soirée contes, lit, sortie, souper, disco, lit, musée, manger, piscine, bonbons, glace, train, Locle;26;0;0;NA;Le premier jour, et (5), ensuite (6), après (8), À la fin, le matin suivant, le jour suivant;7;1;0;1;3;3;0;1;3;3;1;NA;24;;1 mos en portugais (museu);100;0;0;0;1;pascoa, madrinha, pequeno almoço, brincar, primos, almoçar, familia, ovos, comer, coelhos, crianças, cantar, jantar, brincar, sobremesa, dansar, cantar, rir, contar, adorar, maximo;21;0;0;NA;logo de manhã, depois (4), no fim (2), às 16h, às 17.30h, às 20h00;6;1;0;1;1;3;0;2;2;0;0;0;NA;231;0;0;0;1;en camps, en velo, classe, gare du Lôcle, Emiboux, train, Chaux-de-Fonds, arriver, chalet, sacs, manger, piscine, manger, dormir, étang de la Gruyere, manger, animation, manger, dormir, chalet, chevaux, dessiner, course d'école, nettoyer, vélo, rentrer;26;0;1;marid 10 juin, mercredi 11 juin;8h30, 8h50, et (5), après (3), 6h30, mardi, mercredi, et après, l'après-midi, le lendemain, le matin, le vendredi;11;1;0;2;3;2;0;1;2;0;0;NA;3;;"""un peu plus loin du que les bois"" (du portugais!)";140;0;1;1;1;olá, revista, dia, férias, sol, acordar, primos, irmão, madrinha, padrinho, pais, avós, familia, praia, chegar, mesa, deitar, lugar, pão, pequeno almoço, mar, comer, brincar, nadar, lanchar, jantar, casa, dormir, dias de férias;29;1;0;NA;5h da manhã, as 7h da manhã, depois, às 8h da manhã, as 11h30, às 1h40, às 3h, às 19h, as24h55;9;1;2;3;3;2;0;1;2;0;1;4;NA;PNF;f;1;f1;1;500;27;0;0;0;1;0;1;1;3;4;2;1;2;1;1;1;3;0;2;NA;1;NA;49;0;0;1;1;0;2;1;3;4;3;1;1;3;2;2;4;0;1;NA;0;61;0;0;1;1;0;2;1;3;4;3;1;1;3;1;2;4;0;0;NA;4;NA;84;0;0;1;1;0;2;1;3;4;3;1;3;3;1;2;4;0;1;NA;1;115;0;0;1;1;1;3;1;2;3;0;1;3;2;0;2;2;0;0;NA;4;NA;89;0;1;1;1;1;4;1;3;4;3;1;1;3;0;1;2;0;1;NA;4
455;Y_PNF_30;506;30;0;0;0;1;Course d'école, forêt, parcours, jeux;4;0;0;NA;à la fin, et;2;1;0;1;1;1;0;2;2;1;2;NA;2;NA;NA;13;0;0;0;1;ferias, Portugal, piscina, primos;4;0;0;NA;0;0;1;0;1;1;2;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PNF;f;1;f1;1;85;23;0;0;0;1;1;2;1;3;4;2;0;1;1;1;2;3;0;0;NA;2;NA;22;0;0;0;1;1;2;1;2;3;2;0;2;1;1;2;3;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
456;Y_PNF_31;507;26;0;0;0;1;Château, nuit, jouer, champ, magasin;5;0;0;NA;et;1;1;0;1;3;2;1;1;3;0;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21;0;1;1;1;Château, foot, manger, dormir;4;0;0;NA;NA;0;1;0;1;1;2;1;2;3;0;0;NA;3;;NA;31;0;0;0;1;mar, bronzear-se, volley-ball, areia, gelado, casa;6;0;0;NA;depois (4);1;1;0;1;1;2;1;2;3;0;0;7;NA;27;0;0;0;1;estavayer-le-lac, karaoké, moncicle, poterie;4;0;0;NA;en premier, en deuxième, en troisième;3;1;0;1;1;2;1;2;1;0;0;NA;1;;NA;54;0;0;0;1;verão, praia, nadar, gelados, bolachas, comer, toalha, jogar, pai, limpar-se, casa, jantar, banho, cama;14;0;0;NA;em primeiro, depois (3), e depois, e;4;1;0;1;1;2;1;2;4;0;0;11;NA;PNF;f;1;f1;1;502;16;0;0;0;0;0;0;1;3;4;0;0;1;1;1;2;1;0;0;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;0;0;0;0;1;1;1;3;4;0;0;1;1;1;1;1;0;0;NA;3;NA;28;0;0;0;1;0;1;1;3;4;3;1;1;1;1;1;1;0;0;NA;0;48;0;0;0;0;0;0;1;3;4;1;1;1;2;1;1;4;0;0;NA;2;NA;32;0;0;1;0;0;1;1;3;4;2;1;1;1;1;2;1;0;0;NA;4
457;Y_PNF_32;508;28;0;0;0;1;Ferme, manger, jouer, partir;4;0;0;NA;après (2), et;2;1;0;1;1;2;1;2;1;0;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;1;0;1;1;Journée de vacances, lunapark, maquillage, attractions, restaurant, cousins, x;7;0;0;NA;et;1;1;0;1;3;2;0;1;3;1;2;NA;5;;NA;36;0;0;0;1;manhã, pequeno-almoço, gelado, piscina, 3 metros, primas, x, jardim zoologico, comer, cama;11;0;0;NA;0;0;1;0;1;1;2;1;2;4;0;0;3;NA;27;0;0;0;1;valais, ski, apprendre, promenade, bon-homme de neige;5;0;0;NA;NA;0;1;0;1;1;2;1;1;3;0;0;NA;1;;NA;23;0;0;0;1;Portugal, praia, carangueijo, medo, correr, engraçado;6;0;0;NA;0;0;1;0;1;1;3;0;1;2;0;0;5;NA;PNF;f;1;f1;1;503;13;0;0;1;0;0;1;1;1;2;1;1;1;1;1;2;3;0;0;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;0;1;1;1;1;4;1;3;4;3;1;2;3;1;2;4;0;2;NA;3;NA;21;0;0;0;0;1;1;1;3;4;3;1;1;1;1;2;4;0;0;NA;3;42;0;0;1;0;1;2;1;3;4;3;1;3;1;1;2;4;2;0;NA;1;NA;28;0;0;1;0;1;2;1;3;4;3;1;1;1;1;2;3;0;0;NA;5
458;Y_PNF_33;509;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Incompréhensible;44;0;0;0;1;ucraina, avós, primo, brincar, mar, passear, países, lembrar-se ;8;0;0;NA;0;0;1;0;1;3;3;2;2;4;0;0;0;NA;50;0;0;0;1;Course d'école, métro, train, musée, pièrre précieuse, foot, glace, monter une tour;8;0;1;Ma dernière course d'école;Après (2), tout l'après-midi;2;1;0;2;3;2;0;2;2;0;0;NA;6;;NA;20;0;0;0;1;férias, Portugal, praia, foot, divertido, engraçado, fixe;7;0;1;últimas férias;0;0;1;0;2;1;3;2;1;3;0;2;0;NA;82;0;0;0;1;Portugal, voitures anciennes, regarder, photo, jouer, musée, chemin, regarder, manger, revenir;10;0;0;NA;3h (durée), 8h du matin, 10h, jusqu'à une heure de l'après-midi, et;5;1;2;3;2;3;1;2;3;0;1;NA;5;;NA;22;0;0;0;1;paris, sexion d'assaut, fixe, torre, banda;5;0;0;NA;de manhã, a tarde;2;1;0;1;1;3;1;2;4;0;0;0;NA;PNF;f;1;f1;1;504;18;0;0;0;0;0;0;1;3;4;1;0;1;1;1;2;1;0;0;NA;1;NA;65;0;0;1;0;1;2;1;3;4;3;1;3;3;2;2;4;0;0;NA;2;60;0;0;1;0;0;1;1;3;4;2;1;3;1;1;2;3;0;0;NA;4;NA;44;0;0;1;0;0;1;1;3;4;2;1;2;3;2;2;3;0;0;NA;1;65;0;0;1;0;1;2;1;3;4;3;1;2;2;1;2;4;1;1;NA;2;NA;21;0;0;0;0;0;0;1;3;4;1;0;2;1;2;2;4;0;0;NA;0
459;Y_PNF_34;510;19;0;0;0;1;Yverdon, pique-nique, rentrer;3;0;0;NA;et après;1;1;0;1;1;2;0;2;2;0;0;NA;4;NA;NA;24;0;0;0;1;Portugal, praia, X, piscina, avó, casa;6;0;0;NA;e depois ;1;1;0;1;1;2;0;0;2;4;0;4;NA;45;0;0;0;1;Collège, lac, bateau, Musée, visitez, piscine, rentrer;7;0;0;NA;Et après (2), et;2;1;0;1;2;2;0;2;2;0;2;NA;4;;NA;16;0;0;0;1;Portugal, praia, jogar, amigos;4;0;0;NA;e depois ;1;1;0;1;1;2;0;1;2;0;0;3;une partie est incomprehensible ;91;0;0;0;1;camp de ski, bosse, tomber, aider, ami, se relever, manger, s'amuser, bataille de boulle de neige, snow-parc, sauts, crepes, la boum, dormir, rentrer;15;0;0;NA;après (3), à midi, et après (3, et (2), l'après-midi, le soir;6;1;0;1;3;2;1;1;3;0;6;NA;11;;NA;39;0;0;0;1;zoo, fiche, golfinhos, tartarugas, tubarões, piscina, montanha russa, escorregas, amigos, jogar, agua;11;0;0;NA;0;0;1;0;1;1;3;0;0;2;0;1;7;NA;PNF;f;1;f1;1;505;32;0;0;0;0;0;0;1;3;4;0;0;2;1;1;0;2;0;0;NA;5;NA;14;0;0;0;0;0;0;1;3;4;0;0;1;1;1;2;1;0;1;NA;4;18;0;0;0;0;0;0;1;1;2;1;0;2;1;1;2;3;0;1;NA;3;NA;17;0;0;0;0;0;0;1;3;4;0;0;2;1;1;2;2;0;0;NA;5;28;0;0;0;0;0;0;1;2;3;1;0;2;1;1;2;4;0;1;NA;4;NA;41;0;0;0;0;0;0;1;3;4;0;0;2;1;0;2;2;0;1;NA;4
460;Y_PNF_36;511;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39;0;0;0;1;Bout du monde, course d'école, sport, les 400 m, lancer une balle;5;0;0;NA;NA;0;1;0;1;3;3;0;2;2;0;3;NA;4;;NA;28;0;0;0;1;"""vacances"", restaurante, barco, piscina, x, fiche";6;0;0;NA;e depois, depois, a noite;3;1;0;1;3;3;0;1;2;0;3;5;des parties incomprehensibles;57;0;1;1;1;camp, babyfoot, montagnes, marcher, une boum, show, danser;7;0;0;NA;pendant deux jours, le dernier jour, et;3;1;0;1;3;3;1;2;2;0;1;NA;1;;NA;30;0;1;1;1;camping, fiche, montanha, bum, dansar, bonito, raparigas;7;0;0;NA;0;0;1;0;1;3;3;0;1;2;0;1;6;NA;PNF;f;1;f1;1;506;40;0;0;0;0;0;0;1;3;4;0;0;2;3;1;0;2;0;0;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;53;0;0;1;0;1;2;1;3;4;3;1;2;1;0;2;3;0;2;NA;6;NA;NA;0;0;0;0;0;NA;1;0;NA;0;0;1;0;0;2;0;NA;NA;NA;NA;36;0;0;1;0;1;2;1;3;4;3;1;3;1;1;2;1;0;1;NA;1;NA;2;0;0;1;0;1;2;1;3;4;3;1;3;1;1;2;4;0;0;NA;6
461;Y_PNF_4;512;38;0;0;0;1;Musée, école, parents, ville, x, y;7;0;0;NA;NA;0;1;0;1;1;1;1;2;2;1;1;NA;3;NA;NA;7;0;0;0;0;Crianças. Televisão;2;0;0;NA;0;0;0;0;0;1;NA;0;2;0;0;0;3;NA;53;0;0;0;1;forêt, en journée, bus, jeux, course, courir, tomber, arrêter, s'attraper, x;10;0;0;NA;et (3);1;1;0;1;3;2;0;0;3;0;0;NA;5;;NA;10;0;0;0;1;espectáculo, restaurante, jogar;3;0;0;NA;0;0;1;0;1;3;2;0;1;3;1;0;3;NA;24;0;0;0;1;camp vert, marcher, rentre, crévée;0;0;0;NA;4h (durée);1;1;0;1;2;2;0;0;2;1;0;NA;2;;NA;17;0;0;0;1;turquia, calor, vomitar, contente;4;0;0;NA;0;0;1;0;1;3;2;0;0;1;0;0;2;NA;PNF;f;1;f1;1;507;24;0;0;1;0;0;1;1;0;1;2;1;0;3;1;2;3;0;0;NA;3;NA;24;0;0;0;0;0;0;1;1;2;0;1;0;3;1;2;1;0;0;NA;1;29;0;0;0;0;0;0;1;3;4;1;0;2;1;1;1;3;0;3;NA;3;NA;18;0;0;0;0;0;0;1;3;4;0;0;2;1;0;0;2;0;0;NA;5;32;0;0;0;0;0;0;1;3;4;1;0;2;1;1;1;4;0;0;NA;1;NA;17;0;0;0;0;0;0;1;3;4;0;0;1;1;1;0;1;0;0;NA;4
462;Y_PNF_5;513;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;present, mais rien ecrit;74;0;0;0;1;se lever, école, spectacles, classe, fiche de conjugaison, fiche d'histoire, maison, manger, jouer, bus;10;0;0;NA;puis (3), après (2), et (2);3;1;0;1;1;2;0;2;2;0;0;NA;0;;NA;7;0;0;0;NA;férias, frança;2;0;0;NA;0;0;1;0;1;1;1;0;1;1;0;0;0;NA;51;0;0;0;0;oncles, maison, jouer à la console, punition, arrêter, légos;6;0;1;le dimanche passé;NA;0;1;0;2;2;2;0;2;2;0;1;NA;0;;NA;24;0;0;0;1;tios, coisa, sair, x;5;0;0;NA;0;0;1;0;1;3;2;0;0;2;0;0;2;NA;PNF;f;1;f1;1;86;33;0;0;0;0;0;0;1;3;4;1;0;1;1;1;2;3;0;0;NA;0;NA;9;0;0;0;0;0;0;1;1;2;1;0;1;1;2;2;1;0;0;NA;1;24;0;0;0;0;0;0;1;3;4;1;0;1;1;1;2;3;0;0;NA;0;NA;27;0;0;0;0;0;0;1;3;4;0;0;1;1;0;2;2;0;0;NA;2;37;0;0;0;0;0;0;1;3;4;1;0;2;2;0;2;4;0;0;NA;0;NA;28;0;0;0;0;0;0;1;3;4;0;0;1;1;0;2;2;0;0;NA;2
